species,plant_functional_type,gm,An,gs_CO2,T_mesophyll,T_leaf,fias_mesophyll,Cistar_infered,L_infered,Ci_infered,g_ias,gm_,gs,dgm_,dgs,dg_ias,gamma,dgamma_low,dgamma_high,tau,dtau_low,dtau_high
Oryza sativa,C3 annual herbaceous,0.245,25.56,0.357,,67.1,0.168,40,57.035,275.1,2.6790221553883944,0.10871969374734154,0.357,0.049,0.0714,0.5358044310776789,0.2763394594953202,0.0779482445430375,0.07149420324329919,0.28875582110585835,0.07342897674270044,0.07121341474634174
Oryza sativa,C3 annual herbaceous,0.228,25.56,0.357,,67.1,0.168,40,57.035,275.1,2.6790221553883944,0.10871969374734154,0.357,0.0456,0.0714,0.5358044310776789,0.27712578090781403,0.07875701945667801,0.0777925669213066,0.2807587070381887,0.06928317517665011,0.06816303090203446
Oryza sativa,C3 annual herbaceous,0.525,28.75,0.247,,109.6,0.175,40,93.16,250.8,1.7085080845742209,0.13638519924098672,0.247,0.10500000000000001,0.0494,0.3417016169148442,0.3041366533121126,0.08171377968211302,0.06888260909546429,0.4297173802392915,0.1553673722173297,0.1587787455552434
Oryza sativa,C3 annual herbaceous,0.129,16.2,0.131,,184.2,0.204,40,156.57,236.33587786259542,1.185032019796627,0.08251166407465008,0.131,0.025800000000000003,0.0262,0.23700640395932543,0.23413853951572566,0.0639841932942336,0.06480052438887618,0.38958646298926536,0.08252557193327026,0.08125866526338571
Oryza sativa,C3 annual herbaceous,0.131,21.4,0.288,,81.8,0.236,40,69.53,305.0,3.0870825506366026,0.08075471698113207,0.288,0.0262,0.0576,0.6174165101273206,0.19146951283602756,0.055774595956513406,0.05049330738207,0.23278585672345942,0.0432687752457962,0.04803354747029931
Oryza sativa,C3 annual herbaceous,0.222,25.7,0.208,,200.0,0.173,40,170.0,236.44230769230768,0.9255622882855683,0.1308272148800783,0.208,0.0444,0.0416,0.18511245765711368,0.4637719369889029,0.12747844569888778,0.1133265158715196,0.5618823173401163,0.12324000801582152,0.12073049065850239
Oryza sativa,C3 annual herbaceous,0.189,29.3,0.289,,350.0,0.183,40,297.5,258.61591695501727,0.5594645706234814,0.13402500791389682,0.289,0.0378,0.0578,0.11189291412469629,1.0936866654305284,0.3106479378540129,0.29250598558862784,0.7552181533271803,0.15643307907398052,0.1542870756702176
Oryza sativa,C3 annual herbaceous,0.279,29.8,0.303,,170.0,0.177,40,144.5,261.65016501650166,1.1140736145973857,0.13444609886837403,0.303,0.05580000000000001,0.0606,0.22281472291947715,0.5568493671085935,0.16429847756810068,0.15886098171431784,0.516328106307232,0.12540814035622733,0.1332414297340625
Oryza sativa,C3 annual herbaceous,0.222,18.1,0.123,,200.0,0.151,40,170.0,212.84552845528455,0.807860725613415,0.10471777986829728,0.123,0.0444,0.0246,0.16157214512268303,0.31759478552641046,0.08769859922946172,0.08514556402636164,0.5423250960975504,0.14341289526589757,0.14763107088743765
Oryza sativa,C3 annual herbaceous,0.254,28.1,0.288,,190.0,0.248,40,161.5,262.43055555555554,1.3966501216599998,0.12633156415860133,0.288,0.050800000000000005,0.0576,0.279330024332,0.43533714245628624,0.11905223162440132,0.12111343546493719,0.4393057791395302,0.11168069062104474,0.10583540620152276
Oryza sativa,C3 annual herbaceous,0.172,28.0,0.217,,190.0,0.182,40,161.5,230.96774193548387,1.0249609763795158,0.14662162162162162,0.217,0.0344,0.0434,0.20499219527590318,0.4429910385916664,0.12081159391814039,0.11888117677591564,0.5698356519568297,0.09226400444532884,0.0937780261140645
Oryza sativa,C3 annual herbaceous,0.23,30.8,0.303,,290.0,0.188,40,246.5,258.34983498349834,0.6936643818923135,0.14105804111245465,0.303,0.046000000000000006,0.0606,0.1387328763784627,0.909085240610713,0.25971836403425463,0.25022087795939063,0.689193441919706,0.1510628022975049,0.14889521882430423
Oryza sativa,C3 annual herbaceous,0.148,22.3,0.235,,330.0,0.203,40,280.5,265.1063829787234,0.6582208601225097,0.09906427221172023,0.235,0.0296,0.047,0.13164417202450193,0.7408044170669924,0.21459371201232902,0.19972265406721101,0.5875249344898096,0.1234051355962757,0.12246144438046236
Oryza sativa,C3 annual herbaceous,0.109,13.3,0.15,80.0,90.8,0.153,40,80.0,267.0,1.739441843808355,0.05859030837004406,0.15,0.0218,0.03,0.347888368761671,0.17591853778869032,0.04822677589167321,0.04596171946522748,0.2619048615411492,0.05384536864720044,0.05740261426995741
Oryza sativa,C3 annual herbaceous,0.241,37.4,0.668,123.0,,0.22,40,123.0,304.0119760479042,1.6267695653874832,0.14166024041732816,0.668,0.0482,0.13360000000000002,0.32535391307749667,0.8804450752395471,0.2533289322117198,0.2241629707861067,0.4319587468213392,0.08259443167713859,0.08505806741552863
Oryza sativa,C3 annual herbaceous,0.193,17.3,0.33,43.0,,0.26,40,43.0,290.0,5.499375338381788,0.0692,0.33,0.0386,0.066,1.0998750676763576,0.12447987173864201,0.03797104790509573,0.033478663154853414,0.16209158255317663,0.04562296088568661,0.04754183694235614
Paphiopedilum armeniacum,C3 perennial herbaceous,0.02,2.95,0.05,526.3,910.1,0.19,40,526.3,269.9,0.3283437094562856,0.012831665941713791,0.05,0.004,0.010000000000000002,0.06566874189125713,0.3250978351527172,0.09848139960367033,0.0949726127727139,0.2824929489030357,0.057434568234579986,0.05592003530961959
Paphiopedilum dianthum,C3 perennial herbaceous,0.01,1.94,0.03,664.6,1205.0,0.23,40,664.6,243.5,0.314757413925067,0.009533169533169532,0.03,0.002,0.006,0.0629514827850134,0.19942552890236975,0.05770534451786108,0.05555326322605436,0.2541964252595065,0.03735528987030684,0.03829702021060655
Paphiopedilum micranthum,C3 perennial herbaceous,0.02,3.43,0.05,770.6,1072.0,0.23,40,770.6,262.9,0.27146091006306716,0.015388066397487665,0.05,0.004,0.010000000000000002,0.05429218201261343,0.3873968856198047,0.11125404580026532,0.11344322381104754,0.3468240125146335,0.05887354977040393,0.054213968635164256
Phillyrea latifolia,evergreen angiosperms,0.094,9.87,0.071,160.2,,0.157,40,160.2,211.0,0.8913445431051438,0.05771929824561403,0.071,0.0188,0.014199999999999999,0.17826890862102876,0.16874840541236089,0.04917193018695597,0.04685361682659589,0.36946070079667154,0.0795750545199187,0.07617157428870774
Picea abies,evergreen gymnosperms,0.063,6.9,0.053,439.0,477.9,0.18,40,439.0,229.81132075471697,0.3729206686444282,0.03635188866799205,0.053,0.0126,0.0106,0.07458413372888564,0.29969724643936446,0.08335026709013255,0.07036419128669741,0.4701091725815869,0.10016064306836109,0.1035596312967827
Picea abies,evergreen gymnosperms,0.069,6.9,0.053,439.0,477.9,0.18,40,439.0,229.81132075471697,0.3729206686444282,0.03635188866799205,0.053,0.013800000000000002,0.0106,0.07458413372888564,0.29865629522988435,0.08506568966514869,0.0802354272703073,0.45785605023692516,0.10778624939642645,0.09895756951470963
Picea glauca,evergreen gymnosperms,0.049,7.6,0.056,528.0,567.0,0.172,40,528.0,245.0,0.2962804487374104,0.037073170731707315,0.056,0.009800000000000001,0.011200000000000002,0.05925608974748208,0.3997515869649984,0.11647373938776578,0.11413877056588534,0.5221612866032345,0.09876112980819918,0.0948288568440212
Pinus sylvestris,evergreen gymnosperms,0.124,11.01,0.084,415.5,447.3,0.21,40,415.5,228.92857142857144,0.45968119323879975,0.05827599243856332,0.084,0.024800000000000003,0.016800000000000002,0.09193623864775996,0.3752252454563798,0.09629048418668729,0.09845553986953759,0.5303962754892881,0.13491276605025326,0.12324202751405766
Pinus sylvestris,evergreen gymnosperms,0.127,11.01,0.084,415.5,447.3,0.21,40,415.5,228.92857142857144,0.45968119323879975,0.05827599243856332,0.084,0.025400000000000002,0.016800000000000002,0.09193623864775996,0.3867398175392527,0.10910080550289497,0.10528917896658091,0.5236680867981447,0.1325512937693349,0.14193703185861006
Podocarpus alpinus,evergreen gymnosperms,0.022,7.38,0.057,393.9,442.3,0.223,40,393.9,230.5263157894737,0.5149052875558319,0.03873480662983425,0.057,0.0044,0.0114,0.10298105751116637,0.2346349796080725,0.06261958751218805,0.056289933654980806,0.4049777028855241,0.04932696619488619,0.049720597198697036
Podocarpus alpinus,evergreen gymnosperms,0.02,7.38,0.057,393.9,442.3,0.223,40,393.9,230.5263157894737,0.5149052875558319,0.03873480662983425,0.057,0.004,0.0114,0.10298105751116637,0.234573977925858,0.0658972559551132,0.0675960470117219,0.4087084076765772,0.05439983775657514,0.05303927055550339
Podocarpus nivalis,evergreen gymnosperms,0.017,6.86,0.057,376.3,431.7,0.26,40,376.3,239.64912280701753,0.6284165281701218,0.03436028119507909,0.057,0.0034000000000000002,0.0114,0.12568330563402438,0.19177654978652162,0.05878884287969105,0.05794573391262564,0.3429608315506545,0.03941530568495555,0.040484140343764186
Podocarpus nivalis,evergreen gymnosperms,0.026,6.86,0.057,376.3,431.7,0.26,40,376.3,239.64912280701753,0.6284165281701218,0.03436028119507909,0.057,0.0052,0.0114,0.12568330563402438,0.19327333429032856,0.054886365361822204,0.05106841318765931,0.34150401161463584,0.04332564740124456,0.04354728451480605
Populus tremula,deciduous angiosperms,0.488,27.73,0.242,194.6,216.8,0.303,40,194.6,245.3,1.416146756339954,0.1350706283487579,0.242,0.0976,0.0484,0.2832293512679908,0.3650770097333756,0.09431710210589034,0.09523416779933525,0.47346389628019503,0.16945839956877512,0.1528212803942739
Prunus persica,deciduous angiosperms,0.355,30.1,0.32,160.0,189.0,0.46,40,160.0,207.8,2.6148472161824943,0.17938021454112038,0.32,0.071,0.064,0.5229694432364989,0.2577750208824308,0.0708053574174006,0.07241578576544078,0.38371500173058537,0.07725969964136137,0.08506526272206133
Quercus agrifolia,evergreen angiosperms,0.029,7.6,0.135,171.0,197.0,0.27,40,171.0,303.7037037037037,1.4360716976745964,0.028820224719101124,0.135,0.0058000000000000005,0.027000000000000003,0.2872143395349193,0.2031128505084187,0.057283452499820364,0.05501414742126581,0.20299418540374428,0.031191026105115344,0.02879502957544211
Quercus chrysolepis,evergreen angiosperms,0.074,13.7,0.18,242.0,281.0,0.19,40,242.0,283.8888888888889,0.7140797284580294,0.056173120728929375,0.18,0.0148,0.036,0.14281594569160588,0.5227550497052172,0.14985447915018418,0.12719187788880104,0.41652600167817433,0.07589360670921941,0.0738308510682395
Quercus coccifera,evergreen angiosperms,0.05,12.4,0.243,195.0,231.0,0.14,40,195.0,308.97119341563786,0.6529830283443464,0.0461015911872705,0.243,0.010000000000000002,0.048600000000000004,0.1305966056688693,0.8135844241860679,0.21831786369364292,0.192117725602718,0.38643134054056166,0.05731541623154729,0.06056963750592431
Quercus coccifera,evergreen angiosperms,0.057,11.2,0.157,278.0,315.0,0.08,40,278.0,288.6624203821656,0.2617300935809816,0.04504098360655738,0.157,0.0114,0.031400000000000004,0.05234601871619632,1.2268863978493068,0.32739111252926534,0.28830721070309684,0.6279784747429465,0.11390530200350424,0.10721116575226475
Quercus faginea,deciduous angiosperms,0.098,19.6,0.408,186.0,,0.21,40,186.0,293.0,1.0268684719931254,0.07747035573122531,0.408,0.019600000000000003,0.0816,0.20537369439862507,0.8238265560987723,0.22535455705267382,0.223297559642615,0.40063019887645324,0.06407580909840727,0.061540377355252085
Quercus ilex,evergreen angiosperms,0.033,7.12,0.095,240.0,278.0,0.11,40,240.0,285.0526315789474,0.41685970113054255,0.02905498281786941,0.095,0.006600000000000001,0.019000000000000003,0.08337194022610851,0.46755712757799384,0.13448212909780782,0.11809632135932369,0.38718293750245936,0.0638393768282216,0.061406124242581295
Quercus ilex,evergreen angiosperms,0.062,11.55,0.157,221.0,251.0,0.09,40,221.0,286.4331210191083,0.3703895328843982,0.04686869992246059,0.157,0.012400000000000001,0.031400000000000004,0.07407790657687964,0.8931863302096205,0.23532302307220865,0.23437010082319054,0.5300595393806287,0.0997057561459242,0.0942102733252389
Quercus ilex,evergreen angiosperms,0.061,10.15,0.089,214.0,245.0,0.06,40,214.0,245.95505617977528,0.25500338556838625,0.049282596835788325,0.089,0.0122,0.0178,0.051000677113677256,0.7280636196910227,0.21132817963713058,0.20367918407687025,0.6713818993598794,0.12272512535055591,0.12525914502902047
Quercus ilex,evergreen angiosperms,0.039,8.0,0.101,239.0,278.0,0.11,40,239.0,280.7920792079208,0.4186038839804611,0.033223684210526315,0.101,0.0078000000000000005,0.020200000000000003,0.08372077679609223,0.4949052649478603,0.1302206373997784,0.12561899130931947,0.4158219901328895,0.0652491779200079,0.059103275058382365
Quercus ilex,evergreen angiosperms,0.031,6.45,0.085,277.0,297.0,0.07,40,277.0,284.11764705882354,0.22984059661939987,0.02642168674698795,0.085,0.006200000000000001,0.017,0.04596811932387998,0.7729839301429983,0.20823964624752755,0.20241216773675386,0.5051484174223503,0.09453183124098535,0.08840222734156866
Quercus ilex,evergreen angiosperms,0.08,15.5,0.167,291.0,348.0,0.07,40,291.0,267.18562874251495,0.21878297341434289,0.06822614654717976,0.167,0.016,0.033400000000000006,0.04375659468286858,1.6203816723701547,0.4401861124955453,0.42706078143770343,0.9053134435792156,0.17501933947821569,0.15409352769728657
Quercus ilex,evergreen angiosperms,0.061,10.17,0.082,236.0,264.0,0.2,40,236.0,235.97560975609758,0.7707729450795857,0.05189421281891723,0.082,0.0122,0.0164,0.15415458901591717,0.22076220895812457,0.0608858209319737,0.0588778518619624,0.3797880116714231,0.0611574692956644,0.058015884995722466
Quercus ilex,evergreen angiosperms,0.087,15.33,0.155,276.0,316.0,0.18,40,276.0,261.0967741935484,0.5931600490395071,0.06933615407061569,0.155,0.0174,0.031,0.11863200980790144,0.5460891364435255,0.15513277249799257,0.13989791095654058,0.5043202500526792,0.08339624971935583,0.08775859679359488
Quercus ilex,evergreen angiosperms,0.078,16.46,0.206,291.0,348.0,0.07,40,291.0,280.09708737864077,0.21878297341434289,0.0685556004852406,0.206,0.015600000000000001,0.0412,0.04375659468286858,1.972944885932318,0.536973404180082,0.545479868654154,0.8886878800677256,0.16659524889593713,0.16202891476204528
Quercus robur,deciduous angiosperms,0.06,12.9,0.158,140.0,,0.16,40,140.0,288.0,1.039442371650184,0.052016129032258066,0.158,0.012,0.0316,0.2078884743300368,0.3154792835563462,0.08695680916522361,0.08381813406581307,0.32367012090769864,0.05031696002401159,0.050669987536325956
Quercus suber,evergreen angiosperms,0.093,15.6,0.17,200.0,228.0,0.1,40,200.0,268.2352941176471,0.45475603759695554,0.06835051546391752,0.17,0.018600000000000002,0.034,0.09095120751939112,0.7838506001131293,0.20854963987471342,0.20081415647965029,0.5931938030602162,0.10886672921250634,0.11149923075912427
Quercus wislizeni,evergreen angiosperms,0.048,10.6,0.162,201.0,239.0,0.07,40,201.0,294.5679012345679,0.31674549882375014,0.04163918525703201,0.162,0.009600000000000001,0.032400000000000005,0.06334909976475003,1.0634409111984122,0.29734330565259715,0.2924461235403264,0.5425818261170025,0.09303161257547832,0.09093931349292839
Selaginella uncinata,fern allies,0.025,3.79,0.072,51.9,93.0,0.51,40,51.9,303.0,8.937401894969069,0.0144106463878327,0.072,0.005000000000000001,0.0144,1.7874803789938138,0.016543278086658182,0.004687879278565257,0.0045321074599792115,0.05679398870561389,0.010995296323966446,0.011998462562380088
Selaginella uncinata,fern allies,0.021,3.52,0.021,20.6,42.7,0.3,40,20.6,192.38095238095238,13.24532148340647,0.0231,0.021,0.004200000000000001,0.004200000000000001,2.649064296681294,0.003265186616074767,0.0009280979257706256,0.0009602285295627305,0.059833010639338415,0.007733925748002732,0.007474117149075692
Selaginella uncinata,fern allies,0.003,3.52,0.021,20.6,42.7,0.3,40,20.6,192.38095238095238,13.24532148340647,0.0231,0.021,0.0006000000000000001,0.004200000000000001,2.649064296681294,0.0033645895290229134,0.0008999105482830438,0.0009000923227225673,0.05991085475654662,0.006445704049335921,0.006091148478418455
Sequoiadendron giganteum,evergreen gymnosperms,0.076,8.7,0.095,486.0,554.0,0.241,40,486.0,292.0,0.45101318955089004,0.03452380952380952,0.095,0.0152,0.019000000000000003,0.09020263791017802,0.44518003750441903,0.12806171028773872,0.11829155762079513,0.4096074642905236,0.10864149510576504,0.09598215761837942
Solanum lycopersicum,C3 annual herbaceous,0.121,16.74,0.185,242.6,,0.165,40,242.6,269.51351351351354,0.618588179748538,0.07293688177107864,0.185,0.0242,0.037,0.1237176359497076,0.6271452880787897,0.1734902824489329,0.1714835191842521,0.5011074158366595,0.10757317998550475,0.11362344460699403
Solanum lycopersicum,C3 annual herbaceous,0.141,19.79,0.197,243.8,,0.218,40,243.8,259.5431472081218,0.8132634634629722,0.09014173410404624,0.197,0.0282,0.039400000000000004,0.16265269269259444,0.5181285096136583,0.1460335238532069,0.14391473124341714,0.49188996262081597,0.09781251952574732,0.0984586474051008
Solanum lycopersicum,C3 annual herbaceous,0.087,10.87,0.111,134.9,159.1,0.51,40,134.9,272.6,3.4384815296433997,0.04673258813413585,0.111,0.0174,0.0222,0.68769630592868,0.07007232789584074,0.019955289274950987,0.019430896821491406,0.16779736906830317,0.03228078153385483,0.03390482260551647
Solanum lycopersicum,C3 annual herbaceous,0.101,9.96,0.118,123.6,147.9,0.57,40,123.6,294.7,4.194351803078715,0.03910482921083628,0.118,0.020200000000000003,0.0236,0.838870360615743,0.05892489032018422,0.018470639668628573,0.017518765232065484,0.1319278469255696,0.03806860099766572,0.034334885924369535
Taxus baccata,evergreen gymnosperms,0.104,9.2,0.062,434.0,469.0,0.412,40,434.0,231.0,0.8634077764513625,0.048167539267015703,0.062,0.0208,0.012400000000000001,0.17268155529027251,0.14874035970466995,0.041373238511779015,0.04173842467408162,0.3409974710064113,0.08138687610490891,0.07784328830212545
Taxus baccata,evergreen gymnosperms,0.03,7.76,0.057,608.4,689.0,0.3,40,608.4,223.859649122807,0.44847735463210603,0.04220610687022901,0.057,0.006,0.0114,0.08969547092642122,0.2651759061075055,0.07396749442836328,0.06693198532746647,0.45569711821449393,0.0629279863377139,0.058717943119850846
Taxus baccata,evergreen gymnosperms,0.026,7.76,0.057,608.4,689.0,0.3,40,608.4,223.859649122807,0.44847735463210603,0.04220610687022901,0.057,0.0052,0.0114,0.08969547092642122,0.26331486689761696,0.06767475145877835,0.08021570361432157,0.4585882380546638,0.057091826227785136,0.05462884486642666
Taxus cuspidata,evergreen gymnosperms,0.086,8.0,0.056,472.0,647.0,0.36,40,472.0,236.0,0.6936956505716271,0.04081632653061224,0.056,0.0172,0.011200000000000002,0.13873913011432543,0.16983739878160914,0.04506609869388159,0.03962022803652687,0.3550714024900658,0.08212391651293216,0.0796187780857629
Thuja plicata,evergreen gymnosperms,0.062,7.4,0.055,685.0,767.0,0.307,40,685.0,247.0,0.4076207402693878,0.035748792270531404,0.055,0.012400000000000001,0.011000000000000001,0.08152414805387757,0.27874585402776064,0.07630145983048253,0.07359262971840336,0.4357752080845829,0.09238430933696345,0.09593193177747428
Triticum aestivum,C3 annual herbaceous,0.219,18.3,0.146,,202.2,0.215,40,171.86999999999998,234.65753424657532,1.137750021334095,0.09401125967628432,0.146,0.043800000000000006,0.0292,0.227550004266819,0.26894681518265534,0.07367849110675692,0.0755422250589739,0.4199359920266405,0.1069631964157644,0.10001749148449318
Vitis vinifera,deciduous angiosperms,0.114,11.9,0.174,138.8,163.9,0.134,40,138.8,291.60919540229884,0.8780592080402311,0.04729556875285519,0.174,0.0228,0.0348,0.17561184160804622,0.4136080948079123,0.11681507926443258,0.11090664179430099,0.33848116579464205,0.08278699787271676,0.08535231243682245
Vitis vinifera,deciduous angiosperms,0.106,17.14,0.175,117.8,153.1,0.2,40,117.8,262.0571428571428,1.544163115779136,0.0771873391662378,0.175,0.0212,0.034999999999999996,0.3088326231558272,0.23250853213854691,0.06101049059319963,0.06480819869822849,0.32691703865961574,0.06197813907963523,0.06010343169953858
Vitis vinifera,deciduous angiosperms,0.155,17.79,0.174,135.4,167.1,0.279,40,135.4,257.7586206896552,1.8741053838929185,0.08169596199524941,0.174,0.031,0.0348,0.37482107677858373,0.1932424152279862,0.053900976506105674,0.05419983954609092,0.29699664368784595,0.06730077706236007,0.07207162295956182
Vitis vinifera,deciduous angiosperms,0.182,15.27,0.137,166.0,189.5,0.325,40,166.0,248.54014598540147,1.780671231554344,0.07322331116555827,0.137,0.0364,0.027400000000000004,0.3561342463108688,0.16046386737313054,0.04640492548448119,0.04373251389123661,0.29433957358626184,0.07968348428548716,0.07966408834346284
Vitis vinifera,deciduous angiosperms,0.13,15.02,0.151,129.5,173.0,0.219,40,129.5,260.5298013245033,1.5380937796715561,0.0681087087087087,0.151,0.026000000000000002,0.0302,0.30761875593431126,0.20334765346804382,0.05583763807269532,0.05035638827514796,0.3025703496417534,0.07268061728148992,0.06728188216665587
Vitis vinifera,deciduous angiosperms,0.14,18.33,0.189,124.5,150.6,0.266,40,124.5,263.015873015873,1.943214554229561,0.08219145907473309,0.189,0.028000000000000004,0.0378,0.3886429108459122,0.2064715139682953,0.05474825262949104,0.05146708141641035,0.29821681829408114,0.05721359472311954,0.05797454043180561
Vitis vinifera,deciduous angiosperms,0.09,13.57,0.19,127.1,150.3,0.13,40,127.1,288.57894736842104,0.9302641209693818,0.05459030277366081,0.19,0.018,0.038000000000000006,0.18605282419387636,0.4342056441463139,0.11704360642214928,0.10964881310037444,0.3453367005412127,0.07416186192884622,0.07211059682070525
Vitis vinifera,deciduous angiosperms,0.107,14.37,0.141,130.6,162.6,0.216,40,130.6,258.0851063829787,1.5042466174723184,0.06589170731707317,0.141,0.021400000000000002,0.0282,0.3008493234944637,0.197864104610886,0.05944902247451653,0.054853660936201254,0.30322312588466993,0.06007629207480167,0.06277506265339328
Vitis vinifera,deciduous angiosperms,0.108,14.74,0.146,128.0,158.8,0.159,40,128.0,259.04109589041093,1.1297845309049364,0.06729330831769857,0.146,0.0216,0.0292,0.2259569061809873,0.2681925446880268,0.07563050704259291,0.0729700015139843,0.3524524154586692,0.07304767174339621,0.07125460753761481
Vitis vinifera,deciduous angiosperms,0.111,14.73,0.138,142.6,167.6,0.24,40,142.6,253.26086956521738,1.5307356104245344,0.06907033639143731,0.138,0.0222,0.027600000000000003,0.3061471220849069,0.18737246219630063,0.05061823947151048,0.049841380063395446,0.30588048945086427,0.06086834023692336,0.05959700122472977
Ziziphus spina-christi,evergreen angiosperms,0.065,14.6,0.143,,160.6,0.128,40,136.51,257.9020979020979,0.8528133149572972,0.06700256739409499,0.143,0.013000000000000001,0.0286,0.17056266299145945,0.3442843120164429,0.09046346056462157,0.08782263614962688,0.41629146974499553,0.06193023223682359,0.060567754318826494
